Район_OSM,Населенный_пункт_OSM,place,lat_np,lon_np,population_osm,np_clean,osm_id
,Татарская Тулба,hamlet,56.0702252,51.2820339,,татарская тулба,way/280177965
,Татарская Тумбарла,village,54.3175669,53.2662282,,татарская тумбарла,way/60320129
,Татарская Чильча,hamlet,56.0333833,52.949807,,татарская чильча,way/118699928
Сармановский район,Татарские Карамалы,hamlet,55.1539497,52.7775275,,татарские карамалы,way/314159542
,Татарские Наратлы,hamlet,55.5130147,48.342838,,татарские наратлы,way/128511194
,Татарские Саралы,village,55.3415007,49.2691112,,татарские саралы,way/57357877
,Татарские Суксы,village,55.7534453,53.6575269,,татарские суксы,way/547459233
Дрожжановский район,Татарские Тюки,hamlet,54.8681441,47.4233678,,татарские тюки,way/353781482
,Татарские Челны,village,55.8590274,52.2175997,,татарские челны,way/62313588
Дрожжановский район,Татарские Шатрашаны,village,54.5550867,47.3852509,,татарские шатрашаны,relation/18263242
Алькеевский район,Татарские Шибаши,hamlet,54.6620262,49.8973344,,татарские шибаши,node/847666959
,Татарские Ямалы,village,55.8242368,53.7569431,,татарские ямалы,way/532551638
,Татарский Азибей,locality,55.829185,53.5426988,,татарский азибей,node/12093159020
,Татарский Ахтиял,hamlet,55.9824392,52.6012623,,татарский ахтиял,way/62313607
,Татарский Бор,locality,55.7514005,53.4277969,,татарский бор,node/12072982734
,Татарский Дюм-Дюм,village,55.8515856,51.5558595,,татарский дюм-дюм,way/71436578
Чистопольский район,Татарский Елтан,village,55.1195198,50.7981956,,татарский елтан,way/296088545
,Татарский Кабан,hamlet,55.4881849,49.2458443,,татарский кабан,way/239152917
,Татарский Кандыз,village,54.131471,53.1355078,,татарский кандыз,way/60320183
,Татарский Кокшан,hamlet,56.0291683,52.2744297,,татарский кокшан,way/62313589
Дрожжановский район,Татарский Саплык,village,54.7624854,47.6466152,,татарский саплык,relation/18282439
Чистопольский район,Татарский Сарсаз,village,55.2467221,50.8230464,,татарский сарсаз,node/824096450
Алькеевский район,Татарский Студенец,hamlet,54.8313564,50.0461648,,татарский студенец,node/847634949
,Татарский Тансар,hamlet,56.3266108,52.7522849,,татарский тансар,relation/8081610
,Татарский Толкиш,village,55.2283796,50.6836759,,татарский толкиш,way/350628186
Дрожжановский район,Татарский Убей,village,54.7974618,47.7634786,,татарский убей,relation/18280563
,Татарский Урмат,hamlet,55.9849267,49.6625161,,татарский урмат,way/818648634
,Татарский Чикилдым,hamlet,54.78317,48.4071069,,татарский чикилдым,way/377792553
,Татарский Шуган,village,55.1448139,53.0327273,,татарский шуган,way/191694626
,Татарский Шуран,hamlet,55.4303858,53.1429666,,татарский шуран,relation/2583384
,Татарский Янтык,village,55.5522507,49.7721746,,татарский янтык,way/95519452
,Татарское Адельшино,village,55.184014,50.4694587,,татарское адельшино,way/70467734
Зеленодольский район,Татарское Азелеево,hamlet,55.5339619,48.2937104,,татарское азелеево,node/752196773
Новошешминский район,Татарское Алкино,hamlet,55.1008446,50.8911938,,татарское алкино,node/852777916
Алькеевский район,Татарское Ахметьево,village,54.698052,50.0480531,,татарское ахметьево,node/847665492
Муслюмовский район,Татарское Булярово,village,55.442528,53.570255,,татарское булярово,node/606146681
Алькеевский район,Татарское Бурнаево,village,54.733738,49.8630428,,татарское бурнаево,relation/19855971
,Татарское Бурнашево,village,55.7021483,48.6526964,,татарское бурнашево,relation/14466141
,Татарское Исламово,hamlet,55.6288868,48.2589088,,татарское исламово,way/226230446
,Татарское Кадряково,hamlet,56.0328074,49.777328,,татарское кадряково,way/345700615
,Татарское Макулово,village,55.607686,48.729962,,татарское макулово,way/231074563
,Татарское Маматкозино,hamlet,55.5740062,48.7766462,,татарское маматкозино,way/231072825
,Татарское Муллино,hamlet,54.8986924,50.1490527,,татарское муллино,way/700087934
,Татарское Пимурзино,hamlet,54.8087196,48.2362944,,татарское пимурзино,way/121529687
Аксубаевский район,Татарское Сунчелеево,village,54.7174231,50.7292248,,татарское сунчелеево,way/290556250
,Татарское Танаево,village,55.5141136,48.1850716,,татарское танаево,way/215183439
,Татарское Текашево,hamlet,55.9620818,52.4392435,,татарское текашево,way/62313595
Алькеевский район,Татарское Тюгульбаево,village,54.8035325,49.6696507,,татарское тюгульбаево,node/336524829
Новошешминский район,Татарское Утяшкино,village,55.2093241,51.3303916,,татарское утяшкино,node/824105315
,Татарское Ходяшево,village,55.8257538,49.8250545,,татарское ходяшево,way/121240479
,Татарское Черепаново,hamlet,54.7998867,48.4188348,,татарское черепаново,way/1163438871
Алькеевский район,Татарское Шапкино,hamlet,54.8256007,49.7875992,,татарское шапкино,node/838728970
,посёлок Татарской зональной опытной станции,hamlet,55.4278348,49.0124083,,татарской зональной опытной станции,relation/19218478
,Тау Зары,hamlet,56.3444966,50.0578379,,тау зары,way/301568066
,Таулык,hamlet,55.4414374,52.5650277,,таулык,way/190723027
,Таутермень,hamlet,55.7576749,50.1673608,,таутермень,way/121240467
Аксубаевский район,Тахтала,village,54.9798426,50.6433834,,тахтала,way/290556248
,Таш-Елга,hamlet,55.4055312,53.2744351,,таш-елга,node/781494514
Тукаевский район,Таш-Кичу,village,55.5366112,52.4586975,,таш-кичу,way/61165451
,Таш-Чишма,village,56.3352662,49.5876866,,таш-чишма,way/121804511
,Ташевка,village,55.6063049,48.9522827,,ташевка,way/58474271
,Ташкирмень,village,55.3184716,49.3849265,,ташкирмень,node/760332406
,Ташкич,hamlet,56.198545,50.2219822,,ташкич,node/762184232
,Ташкичу,village,56.3401291,49.7147861,,ташкичу,way/204203224
,Ташлияр,village,55.2592243,52.9399747,,ташлияр,way/191556425
Тюлячинский район,Ташлиярово,hamlet,55.8515881,50.6817755,,ташлиярово,node/803533916
Бавлинский район,Ташлы,hamlet,54.4869368,53.2286039,,ташлы,way/83917927
,Ташлы-Елга,village,56.1099936,51.179831,,ташлы-елга,way/590963164
Высокогорский район,Ташлы-Ковали,village,56.0656413,49.4752479,,ташлы-ковали,node/712858318
Нижнекамский район,Ташлык,village,55.4999604,51.8051237,,ташлык,way/241431935
,Ташсу,hamlet,56.0795363,49.1086267,,ташсу,way/97062198
,Таштау,locality,54.8206951,52.250332,,таштау,node/10769442779
,Тегермянлек,hamlet,55.3756876,53.022471,,тегермянлек,relation/2583385
,Тегермянче,hamlet,55.495597,53.3242972,,тегермянче,way/191050293
Азнакаевский район,Текмале,hamlet,54.912975,53.2400759,,текмале,way/321544060
Зеленодольский район,Тенибяково,hamlet,55.5662313,48.3993301,,тенибяково,way/227624498
,Тенишево,village,55.2447558,49.2064158,,тенишево,way/56021812
,Теньки,village,55.4330482,48.9859457,,теньки,way/57362731
,Теньковского лесничества,hamlet,55.4086657,48.8213378,,теньковского лесничества,way/1167923954
Мамадышский район,Тёплое Болото,hamlet,55.7595161,50.7705481,,теплое болото,way/72234208
,Теплый Ключ,hamlet,55.9886583,49.0986474,,теплый ключ,way/179080901
Актанышский район,Терпеле,hamlet,55.5673438,53.8457572,,терпеле,node/606106498
,Терси,village,56.3272244,52.8822014,,терси,way/118699953
Нижнекамский район,Тетвель,village,55.1910999,51.5953105,,тетвель,way/584384954
Лаишевский район,Тетеево,village,55.436028,49.209009,,тетеево,node/703114822
Тетюшский район,Тетюши,town,54.9282858,48.8223279,,тетюши,way/31001808
,Тиган-Буляк,hamlet,55.1535058,50.2523428,,тиган-буляк,way/70174972
Буинский район,Тимбаево,village,54.9368571,47.911392,,тимбаево,node/336524582
,Тимершик,village,56.0455211,50.3480029,,тимершик,way/791622490
,Тимофеевка,hamlet,56.0263466,49.2708662,,тимофеевка,way/182590198
,Тимошкино,village,55.9420498,49.443184,,тимошкино,relation/2552735
Лениногорский район,Тимяшево,village,54.5685941,52.3672162,,тимяшево,way/88107603
Буинский район,Тингаш,hamlet,54.9387595,48.2060072,,тингаш,node/795367186
,Тихий Плес,hamlet,55.6911933,48.5824486,,тихий плес,node/2039307289
,Тихоновка,hamlet,54.8835404,52.4032926,,тихоновка,relation/2243322
,Тихоново,village,55.8049174,52.2357094,,тихоново,way/62313597
,Тлянче-Тамак,village,55.4736268,52.6218164,,тлянче-тамак,relation/7143895
Сабинский район,Тнекеево,hamlet,55.9667087,50.4765803,,тнекеево,node/803486339
Тукаевский район,Тогаево,hamlet,55.679886,52.5187595,,тогаево,relation/2666986
,Тогашево,hamlet,55.3925171,53.0344642,,тогашево,way/191552286
Мамадышский район,Тогуз,village,56.0054595,51.2948341,,тогуз,relation/9705472
,Тойгильдино,village,55.2756471,53.024059,,тойгильдино,way/191556426
,Тойгильды,hamlet,55.049385,48.053751,,тойгильды,way/121529677
,Тойгузино,village,56.058892,52.4716337,,тойгузино,way/62313603
,Тойкино,village,54.8104754,53.0791883,,тойкино,way/87669168
,Тойма,hamlet,56.0103235,52.3935221,,тойма,relation/8081454
,Токмашка,hamlet,55.7777101,51.6161561,,токмашка,way/71436562
,Толкияз,hamlet,55.7552876,50.0698885,,толкияз,way/121240472
Арский район,Толонгер,hamlet,56.2204078,50.0085213,,толонгер,node/762081988
Заинский район,Тонгузино,hamlet,55.4132227,52.0794256,,тонгузино,way/61349698
,Тоншерма,village,54.9463159,48.4724682,,тоншерма,way/100770125
,Топасево,hamlet,55.621764,52.9427881,,топасево,way/190716899
,Топкино,locality,56.1603394,49.3210924,,топкино,node/10540214998
,Торнаташ,hamlet,55.5225062,52.7671103,,торнаташ,way/190723029
,Торнаяз,hamlet,56.1403775,49.183598,,торнаяз,relation/19208820
,Травкино,hamlet,55.5489051,49.2764311,,травкино,relation/19205392
,Травянка,locality,55.8484636,52.4597812,,травянка,node/11359756336
Нурлатский район,Третья Бригада совхоза,locality,54.607761,50.5664309,,третья бригада совхоза,node/850884620
Заинский район,Третья Бугульда,hamlet,55.3495514,52.0047584,,третья бугульда,way/61492314
,Три Озера,village,54.908711,49.0516813,573,три озера,way/68094981
,Три Сосны,hamlet,55.8530106,50.6095105,,три сосны,node/803531442
,Три столбушки,locality,55.5937317,50.5459529,,три столбушки,node/6056554703
,Троицкий,hamlet,55.5900551,49.060434,,троицкий,way/98586992
,Троицкий Урай,village,55.4559402,50.2341517,,троицкий урай,way/123003721
,Трудовой,village,55.4014054,51.67148,,трудовой,way/212009217
Аксубаевский район,Трудолюбово,village,54.7575364,50.5737724,,трудолюбово,way/290557173
,Трыш,hamlet,56.3563997,50.5191117,,трыш,way/284802379
Тюлячинский район,Трюк-Тямти,village,55.9350496,50.12061,,трюк-тямти,node/801837671
,Туба,village,55.4696857,51.7440337,,туба,way/241595213
Новошешминский район,Тубылгы Тау,village,55.1777574,51.2401491,,тубылгы тау,node/852772710
Зеленодольский район,Тугаево,hamlet,55.6619744,48.1490997,,тугаево,node/752424506
,Туембаш,village,56.2661099,50.8642362,,туембаш,way/356304112
,Туирово,hamlet,55.8180533,52.8520634,,туирово,way/190578454
Черемшанский район,Туйметкино,village,54.7917037,51.5494779,,туйметкино,node/852999847
,Тукай,hamlet,55.9924884,52.4617883,,тукай,way/62313604
,Тукмак,hamlet,54.5585003,52.2076613,,тукмак,way/256536561
,Туктамыш,hamlet,56.0813714,49.4240552,,туктамыш,way/213217622
,Туктар,hamlet,54.8039418,52.4036782,,туктар,way/72316701
,Туктарово-Урдала,village,54.4182515,52.1248077,,туктарово-урдала,node/779202534
,Тулбай,village,55.9093818,51.0641296,,тулбай,way/72608528
,Тулбинская Стрелка,locality,56.0541909,51.3163677,,тулбинская стрелка,node/6788834678
,Тулубаево,hamlet,55.7587284,52.8367934,,тулубаево,way/190582954
,Тулушка,hamlet,56.0164228,50.2588386,,тулушка,node/805051479
,Тумаурман,locality,54.7965124,52.1085824,,тумаурман,node/10769366640
,Тумутук,village,55.0160854,53.295682,,тумутук,way/191700207
,Тураево,village,55.951446,52.5752449,,тураево,way/62313579
,Туркаш,village,55.9525701,50.894739,,туркаш,way/285207559
,Турминское,village,55.3440354,47.8773891,,турминское,way/206936952
,Турнояс,village,54.5036384,50.2716338,,турнояс,relation/16793414
,Турукляр,hamlet,56.1392261,49.4742957,,турукляр,way/121804509
,Туруш,hamlet,55.3659093,53.4163427,,туруш,way/191050294
,Тутаево,village,55.182074,48.1332278,,тутаево,way/185092005
Актанышский район,Тыннамасово,hamlet,55.6994595,54.2087978,,тыннамасово,node/606106784
,Тырыш,hamlet,55.014161,52.7793822,,тырыш,way/191556427
Сабинский район,Тюбяк,village,55.8143524,50.6112272,,тюбяк,node/803541061
Арский район,Тюбяк-Чекурча,village,56.0791319,49.9266066,,тюбяк-чекурча,way/163748242
,Тюбяк-Черки,hamlet,55.1206321,48.4443144,,тюбяк-черки,way/93305354
,Тюгеевка,village,55.1319776,51.7878382,,тюгеевка,way/61509460
Тетюшский район,Тюкаши,hamlet,54.6748417,48.5817871,,тюкаши,node/787130577
,Тюково,village,55.6036401,53.5442764,,тюково,way/191046405
,Тюлячи,town,55.8922668,50.2324637,,тюлячи,way/122530169
,Тюнтер,village,56.4690548,50.2441983,,тюнтер,node/794056924
Нурлатский район,Тюрнясево,village,54.5921384,50.5953152,,тюрнясево,way/111193687
,Тюрюш,hamlet,55.3302441,53.5011891,,тюрюш,node/781494506
,Тябердино-Челны,village,55.6446424,50.6556504,,тябердино-челны,way/121853923
,Тявгельдино,village,55.2413771,48.1690973,,тявгельдино,way/185255980
Алькеевский район,Тяжбердино,village,54.8549504,49.9328114,,тяжбердино,relation/19886576
,Тямле Чишма,hamlet,56.0765578,50.745458,,тямле чишма,way/528026419
Тюлячинский район,Тямти,hamlet,55.74602,50.4048691,,тямти,node/802088433
,Тямти Метески,hamlet,55.8870395,50.1358878,,тямти метески,node/801846864
,Уба,hamlet,54.492409,53.4105971,,уба,way/60320212
Дрожжановский район,Убей,village,54.7877366,47.7669431,419,убей,relation/18280562
,Угез-Елга,hamlet,56.3948146,49.919944,,угез-елга,node/762073905
,Удельное Нечасово,village,54.9031276,48.6961699,,удельное нечасово,way/1166287012
Тюлячинский район,Удельные Меретяки,hamlet,55.7344236,50.2524338,,удельные меретяки,node/802096640
,Удмуртские Ташлы,village,54.2986204,53.1455817,,удмуртские ташлы,way/60320150
,Удобновка,locality,55.2239022,53.0065341,,удобновка,node/781494507
,Узбяк,hamlet,54.6875089,52.4625707,,узбяк,way/344447957
,Узяк,village,55.8638168,50.278183,,узяк,node/802081950
,Улаклы Чишма,hamlet,54.7504136,52.3467823,,улаклы чишма,way/73269082
,Уланово,hamlet,55.5543961,48.7003603,,уланово,way/292338263
Актанышский район,Улиманово,hamlet,55.4802454,53.6662425,,улиманово,node/606105942
,Улисьял,hamlet,56.5531525,50.2712196,,улисьял,node/793976750
,Улитино,hamlet,55.8132187,48.4462685,,улитино,relation/15518963
,Улля,village,56.2528686,49.2069442,,улля,node/750475635
,Ульянково,village,55.4167439,48.0673671,,ульянково,way/213747023
,Ульяновка,village,54.7247699,51.2553667,,ульяновка,way/350579042
,Умяк,village,55.9268029,51.5350624,,умяк,way/71540681
,Уньба,hamlet,56.0846705,49.4870001,,уньба,node/712858304
,ур. Александровское,locality,55.6744809,53.0140757,,ур александровское,node/13176641067
,ур. Брудинское,locality,55.5554616,52.9553676,,ур брудинское,node/13176641066
,ур. Вязовка,locality,55.5885686,53.0230021,,ур вязовка,node/13196373783
,ур. Журавлевка,locality,55.6103294,53.0157065,,ур журавлевка,node/13196373770
,ур. Маевка,locality,55.6228834,52.9970598,,ур маевка,node/13196373761
,ур. Миловка,locality,55.6169886,52.891767,,ур миловка,node/13176596025
,ур. Новая Коноваловка,locality,55.6429784,52.8710603,,ур новая коноваловка,node/13196373754
,ур. Новое Колесниково,locality,55.6296193,52.8177166,,ур новое колесниково,node/13196373749
,ур. Полионовка,locality,55.6666939,52.9888201,,ур полионовка,node/13196373760
,ур. Темиргань,locality,55.5750211,52.9715037,,ур темиргань,node/13176596027
,ур. Юрьевка,locality,55.6684789,52.9852152,,ур юрьевка,node/13176641068
,Ура,village,56.452311,50.4617358,,ура,way/771893751
Азнакаевский район,Уразаево,village,54.8712022,53.1678007,,уразаево,relation/2439661
Мамадышский район,Уразбахтино,village,55.5905293,51.1374895,,уразбахтино,way/71933602
,Уразла,village,56.0265639,48.740073,,уразла,relation/18371433
,Уразлино,village,55.1806978,49.1820574,,уразлино,way/58478285
Муслюмовский район,Уразметьево,village,55.3946974,53.6057692,,уразметьево,node/606146642
Чистопольский район,Уракчи,hamlet,55.256214,50.765369,,уракчи,node/824095335
,Урал,village,54.6873476,53.130413,,урал,way/192223715
,Урахча,village,55.4948009,50.4406126,,урахча,way/123003746
Новошешминский район,Урганча,village,55.2301658,51.4682871,,урганча,node/852784460
,Ургуда,hamlet,55.5736967,52.6741009,,ургуда,way/190583323
,Уреево-Челны,village,55.6675638,50.5743973,,уреево-челны,way/123003753
,Уркуш,village,55.9977143,50.9154104,,уркуш,way/236507216
Зеленодольский район,Урман,village,55.5813777,48.1751064,,урман,node/752439694
,Урманаево,village,54.8399568,53.3561277,,урманаево,way/192215224
Аксубаевский район,Урмандеево,village,55.0062295,50.812987,495,урмандеево,way/295770372
,Урманче,hamlet,55.9200347,49.2341807,,урманче,node/1818154493
Мамадышский район,Урманчеево,village,55.5665204,50.8533249,,урманчеево,way/71819488
,Урмышла,village,54.753667,51.9120506,,урмышла,way/364129481
Арский район,Урнашбаш,village,56.1692636,49.6083786,,урнашбаш,node/762127260
,Урняк,village,55.861455,48.7679107,,урняк,relation/19208892
,Урняк-Кумяк,village,54.4822065,52.340207,,урняк-кумяк,way/88107777
,урочище Баланлы,locality,55.5127458,52.5942707,,урочище баланлы,node/11042174455
,урочище Гусевка,locality,55.814461,52.1916246,,урочище гусевка,node/11359827441
,Урочище Карабаш,locality,55.5719458,52.622087,,урочище карабаш,node/12346433750
,урочище Ключевка,locality,55.8220559,52.1814537,,урочище ключевка,node/11359827442
,урочище Моркваши,locality,55.8025353,52.1759176,,урочище моркваши,node/11359827440
,урочище Мугуз-Елга,locality,55.5179658,52.5172019,,урочище мугуз-елга,node/11042174456
Спасский район,Урочище Налеткино,locality,54.5745771,49.7630974,,урочище налеткино,way/68734795
,урочище Новое Абдулово,locality,55.5417934,52.5637006,,урочище новое абдулово,node/11042174454
,Урочище Овечья Поляна,locality,54.5107913,50.0422522,,урочище овечья поляна,relation/17211576
,урочище Таш Елга,locality,55.3971238,52.4218882,,урочище таш елга,node/10902335063
,урочище Тукаево,locality,55.5534105,52.5149703,,урочище тукаево,node/11042174457
,урочище Урема,locality,55.7397036,51.7948616,,урочище урема,node/10138273942
Заинский район,Урсаево,village,55.0951804,52.2398546,,урсаево,way/61571079
Альметьевский район,Урсалабаш,village,55.0027836,52.657133,,урсалабаш,way/73269198
Мензелинский район,Уртамак,hamlet,55.5134546,53.2100988,,уртамак,node/608614806
,Урумширма,hamlet,55.8952218,50.2960479,,урумширма,node/801827833
,Урусово,village,55.7737397,52.8664711,,урусово,way/190582955
Ютазинский район,Уруссу,town,54.6051917,53.4561025,,уруссу,way/59917578
,Урывкино,hamlet,55.8731059,49.9599275,,урывкино,way/121240511
Тетюшский район,Урюм,village,54.7736869,48.7566483,,урюм,node/712978466
Кукморский район,Урясьбаш,village,56.0438782,50.9534742,,урясьбаш,way/263992040
,Усады,village,55.670506,49.224764,,усады,relation/6625146
Мензелинский район,Усаево,hamlet,55.6415035,52.8326933,,усаево,way/190716894
,Усали,village,55.6938291,50.8513322,,усали,way/71819466
,Успенка,village,55.8767931,48.6076221,,успенка,relation/19162250
,Усы,village,55.5645994,53.6225024,,усы,way/191046406
,Уська,hamlet,55.4561189,51.7502725,,уська,way/241595337
Арский район,Утар-Аты,village,56.1516745,49.661937,,утар-аты,node/762119824
,Утернясь,hamlet,56.1133439,50.4059654,,утернясь,way/776413105
,Уткино,hamlet,54.9179554,50.8637449,,уткино,way/68780919
,Утня,hamlet,56.2180759,49.8876365,,утня,way/871178887
Черемшанский район,Утыз Имян,village,54.7517325,51.232114,,утыз имян,relation/18981992
,Утяганово,village,56.1591715,53.5268803,,утяганово,way/118968446
Чистопольский район,Утяково,hamlet,55.3199929,50.3911404,,утяково,way/70273217
,Утямишево,village,54.7507593,48.4763136,,утямишево,way/106475929
Зеленодольский район,Утянгуш,hamlet,56.0054236,48.7277653,,утянгуш,node/750596157
Зеленодольский район,Утяшки,village,55.5708853,48.3511975,,утяшки,way/229843212
Заинский район,Утяшкино,village,55.1348731,52.0687401,,утяшкино,way/61571035
,Учалле,village,54.9113147,53.3033652,,учалле,way/192215225
,Учили,village,56.1809246,49.8036647,,учили,way/585364854
,Ушня,hamlet,55.8261277,49.7100409,,ушня,way/121240469
Сабинский район,Уют,hamlet,55.9503101,50.2861006,,уют,node/805045489
Спасский район,Фадеевка,hamlet,54.852186,49.5866096,,фадеевка,way/68734800
,Февральский,locality,55.8145663,51.6236842,,февральский,node/11065789337
,Федоровка,village,54.9292313,48.6503747,,федоровка,way/100768585
,Фёдоровский,hamlet,54.8228935,50.9604567,,федоровский,relation/7345170
,Фёдоровское,village,55.4512754,48.3763246,,федоровское,way/119889356
,Федотовка,village,54.6734128,51.9858306,,федотовка,node/779202399
Заинский район,Федотово,village,55.4539407,52.0651674,,федотово,way/61326248
,Федяево,hamlet,55.5485736,48.6290503,,федяево,way/118894779
,Фермы Саукле,hamlet,55.3382,52.530562,,фермы саукле,way/190723035
,посёлок Фермы № 2 совхоза «КИМ»,village,54.9747366,49.4544089,,фермы № 2 совхоза ким,way/68734940
,фермы № 2 совхоза «Мамадышский»,hamlet,55.6269872,51.2843058,,фермы № 2 совхоза мамадышский,way/71933626
,Фиков Колок,hamlet,55.3360065,50.8502785,,фиков колок,node/826511413
Мензелинский район,Филимоновка,hamlet,55.4085409,53.2967195,,филимоновка,node/606146439
,Филипповка,hamlet,56.1365598,50.6285692,,филипповка,way/284942656
Мензелинский район,Фионовка,hamlet,55.6981998,52.916693,,фионовка,node/593611403
Нурлатский район,Фомкино,village,54.4090626,50.490326,,фомкино,node/336525391
,Хазовка,locality,55.0427827,52.3075365,,хазовка,node/6544488853
Дрожжановский район,Хайбулдино,hamlet,54.7248948,47.5255031,,хайбулдино,node/761907138
,Хальфинская Дача,locality,55.5399248,52.4960208,,хальфинская дача,relation/18294400
,Хансверкино,village,54.0417057,53.3648082,,хансверкино,way/60320076
,Харино,hamlet,55.5415698,48.5668659,,харино,way/118894928
,Хасановка,hamlet,56.0268408,50.8946943,,хасановка,way/527754548
,Хасаншаих,village,56.3585088,50.0271198,,хасаншаих,way/301568067
,Хасаншино,hamlet,55.8127922,51.1132023,,хасаншино,way/72524257
Мамадышский район,Хафизовка,hamlet,55.7453381,51.2395169,,хафизовка,way/72234169
,Хлебодаровка,hamlet,55.0215465,49.8338181,,хлебодаровка,way/363714016
,Хлыстово,village,55.795025,51.9743201,,хлыстово,way/61326241
,Ходяшево,hamlet,55.7230668,48.4791819,,ходяшево,relation/19218598
,Хозесаново,village,55.3656968,47.8334144,,хозесаново,way/114520606
Альметьевский район,Холодная Поляна,village,55.0932197,52.3890295,,холодная поляна,way/73269096
,Холодный Ключ,hamlet,55.1670251,51.7543879,,холодный ключ,way/61509448
Дрожжановский район,Хорновар-Шигали,village,54.8177443,47.701193,,хорновар-шигали,way/60880802
,Хороший Ключ,hamlet,56.1407676,52.9453337,,хороший ключ,way/118699917
,Хотня,hamlet,56.3249725,49.9000635,,хотня,node/762222046
,Хохлово,village,56.0294567,49.3856703,,хохлово,way/168951169
,Хузеево,hamlet,55.4797133,52.5714045,,хузеево,way/190723492
,Хуррият,hamlet,54.684026,53.3323647,,хуррият,node/783928779
,Царево,hamlet,55.8051374,49.4369071,,царево,relation/16021930
Балтасинский район,Ципья,village,56.5275036,50.2914756,,ципья,node/793970611
Сабинский район,Чабки-Сабы,hamlet,55.9142451,50.4421407,,чабки-сабы,node/803491242
Сабинский район,Чабья Чурчи,hamlet,55.9432279,50.6916291,,чабья чурчи,node/803541076
,Чаксы,village,55.8997713,50.921301,,чаксы,way/72608532
,Чалманарат,village,55.7736278,53.7774324,,чалманарат,way/547463212
Азнакаевский район,Чалпы,village,55.0827843,53.0833709,,чалпы,way/321544061
,Чамяк,hamlet,56.074747,49.1269743,,чамяк,way/97062293
,Чапаевка,locality,56.3037296,49.059872,,чапаевка,node/7839283953
,Чапшар,village,56.3131302,50.2605062,,чапшар,node/794081740
,Чарли,village,56.0740053,51.1943952,,чарли,way/264168493
,Чатбаш,hamlet,55.170507,48.223407,,чатбаш,way/59151533
Актанышский район,Чатово,hamlet,55.6643788,53.661419,,чатово,node/606106388
,Чачка,hamlet,55.9862985,53.089816,,чачка,way/118968442
,Чащевое Поле,locality,55.3028064,49.3203199,,чащевое поле,node/10250282575
,Чекан,hamlet,54.8457308,53.5565895,,чекан,way/192215226
Камско-Устьинский район,Челны,hamlet,55.2301178,48.904556,,челны,way/59586040
,Челны-Баш,hamlet,55.5707251,50.6056239,,челны-баш,way/123003735
,Чембулат,hamlet,56.3881296,49.430859,,чембулат,way/121804520
Высокогорский район,Чемерцы,hamlet,56.0549664,49.7026736,,чемерцы,node/825463684
,Чемодурово,village,54.7664083,52.858669,,чемодурово,relation/19475963
Шемуршинский муниципальный округ,Чепкас-Ильметево,hamlet,54.8944777,47.7321089,269,чепкас-ильметево,relation/18282410
Дрожжановский район,Чепкас-Ильметьево,village,54.8925283,47.7433525,,чепкас-ильметьево,relation/18282408
,Чепкас-Никольское,village,54.8975644,47.7569656,668,чепкас-никольское,relation/18282409
,Чепчуги,village,56.0009807,49.5149521,,чепчуги,relation/19208663
,Черебатырево,hamlet,54.856181,50.4951325,,черебатырево,way/297159639
Аксубаевский район,Черёмушка,hamlet,54.9607637,50.5403471,,черемушка,way/290537887
,Черемшан,town,54.6542565,51.5117622,,черемшан,relation/18796888
,Черемышево,hamlet,55.8426705,49.6652716,,черемышево,way/121240503
,Черенга,hamlet,55.6783777,51.5006339,,черенга,way/71436583
,Черкасово,hamlet,55.8875542,51.6316437,,черкасово,way/71540690
,Черки-Бибкеево,village,55.1261026,48.3571285,,черки-бибкеево,way/218422360
,Черки-Гришино,village,55.0495428,48.3037585,,черки-гришино,relation/14692268
,Черки-Дюртиле,village,55.0812873,48.3605718,,черки-дюртиле,way/218702820
Буинский район,Черки-Ишмяково,village,55.0751718,48.2564647,,черки-ишмяково,node/795347369
,Черки-Кильдуразы,village,55.106396,48.266243,,черки-кильдуразы,node/703161740
Буинский район,Черки-Кощаково,village,55.0647038,48.2897095,,черки-кощаково,way/218694262
,Черниково,hamlet,55.7798483,49.4191014,,черниково,way/120450629
,Черново,locality,55.807065,51.5713092,,черново,node/11065789335
Нурлатский район,Чёрное Озеро,hamlet,54.5493086,50.4851364,,черное озеро,node/852363013
,Чёрный Ключ,village,54.8230992,51.5575308,,черный ключ,way/350536205
,Чернышевка,village,55.9729236,49.2701838,,чернышевка,relation/19208668
,Чертово,hamlet,55.9036337,49.8746043,,чертово,way/121240490
Новошешминский район,Чертушкино,hamlet,55.1597169,51.016646,,чертушкино,node/852772726
,Чершелы,hamlet,55.6103829,52.6445158,,чершелы,way/223302042
,Четыре Двора,hamlet,55.2203435,50.5117383,,четыре двора,way/70467641
,Четырчи,village,55.4292783,50.9522534,,четырчи,node/826511382
,Чиалик,locality,55.5666615,53.9241037,,чиалик,node/13418453235
,Чигайка,hamlet,56.0463849,50.8756553,,чигайка,way/285214027
Арский район,Чиканас,village,56.2036538,49.7905114,,чиканас,node/762118706
Актанышский район,Чинниково,hamlet,55.6546221,53.6783936,,чинниково,node/606106390
,Чинчурино,village,54.981135,48.6764047,,чинчурино,node/787016979
Апастовский район,Чиреево,hamlet,55.1953004,48.3088904,,чиреево,node/760998547
,Чирково,village,54.5882214,53.0286435,,чирково,way/60320148
,Чирпы,village,55.4448353,49.7153749,,чирпы,way/160729138
